Year,Player,Team,Position,GP,TOI,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,ixG,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %,CF,CA,CF%,FF,FA,FF%,SF,SA,SF%,GF,GA,GF%,xGF,xGA,xGF%,SCF,SCA,SCF%,HDCF,HDCA,HDCF%,HDGF,HDGA,HDGF%,MDCF,MDCA,MDCF%,MDGF,MDGA,MDGF%,LDCF,LDCA,LDCF%,LDGF,LDGA,LDGF%,On-Ice SH%,On-Ice SV%,PDO,Off. Zone Starts,Neu. Zone Starts,Def. Zone Starts,On The Fly Starts,Off. Zone Start %,Off. Zone Faceoffs,Neu. Zone Faceoffs,Def. Zone Faceoffs,Off. Zone Faceoff %
2022-2023,Josh Anderson,MTL,R,69,918.85,15,10,7,3,25,53.19,121,12.4,13.81,212,171,147,61,5,16,68,22,18,2,2,15,16,18,125,58,32,15,17,46.88,801,1013,44.16,587,741,44.2,425,536,44.22,47,50,48.45,41.54,53.56,43.68,420,536,43.93,189,238,44.26,24,33,42.11,231,298,43.67,17,14,54.84,326,426,43.35,6,3,66.67,11.06,90.67,1.017,137,189,128,622,51.7,241,288,263,47.82
2022-2023,Radek Faksa,DAL,C,81,918.1,10,8,5,3,18,69.23,76,13.16,9.42,125,105,86,51,5,10,39,18,17,1,0,10,15,21,84,155,52,231,177,56.62,833,775,51.8,587,551,51.58,414,405,50.55,26,23,53.06,34.21,31.15,52.33,396,328,54.7,160,144,52.63,17,12,58.62,236,184,56.19,5,8,38.46,366,361,50.34,4,3,57.14,6.28,94.32,1.006,99,193,171,765,36.67,207,281,313,39.81
2022-2023,Brandon Tanev,SEA,L,82,917.8166667,10,16,10,6,26,65.0,102,9.8,11.89,172,148,102,62,3,12,34,14,12,2,0,20,20,23,169,100,40,3,16,15.79,808,792,50.5,611,546,52.81,418,374,52.78,40,29,57.97,38.04,33.35,53.28,390,368,51.45,166,140,54.25,24,17,58.54,224,228,49.56,12,10,54.55,349,361,49.15,4,2,66.67,9.57,92.25,1.018,178,180,112,807,61.38,299,263,283,51.37
2022-2023,Phil Kessel,VGK,"C, R",82,917.2833333,12,13,5,8,25,64.1,117,10.26,11.4,212,162,130,51,8,16,26,13,13,0,0,5,23,34,9,47,22,5,7,41.67,873,1035,45.75,640,751,46.01,456,529,46.29,39,47,45.35,40.11,43.84,47.78,440,504,46.61,187,193,49.21,22,27,44.9,253,311,44.86,13,17,43.33,364,478,43.23,4,3,57.14,8.55,91.12,0.997,157,174,113,765,58.15,275,260,238,53.61
2022-2023,Aleksander Barkov,FLA,C,68,911.6166667,12,24,13,11,36,67.92,123,9.76,12.89,199,161,130,62,4,22,6,3,3,0,0,12,27,39,45,68,26,432,380,53.2,1013,768,56.88,749,613,54.99,538,456,54.12,53,40,56.99,49.13,39.45,55.46,518,398,56.55,225,190,54.22,27,18,60.0,293,208,58.48,12,14,46.15,444,336,56.92,14,8,63.64,9.85,91.23,1.011,160,270,156,598,50.63,292,358,327,47.17
2022-2023,Blake Lizotte,L.A,C,81,910.9666667,10,18,14,4,28,65.12,98,10.2,10.36,162,140,99,58,3,12,58,26,24,2,0,30,15,29,91,172,6,365,330,52.52,925,779,54.28,681,558,54.96,498,371,57.31,43,39,52.44,39.72,35.28,52.96,462,398,53.72,195,148,56.85,22,21,51.16,267,250,51.64,16,9,64.0,530,411,56.32,5,9,35.71,8.63,89.49,0.981,160,208,107,754,59.93,276,289,198,58.23
2022-2023,Pierre Engvall,"NYI, TOR",L,76,909.95,15,10,7,3,25,55.56,120,12.5,11.71,229,165,129,61,5,15,21,8,7,1,0,5,34,25,44,90,5,21,28,42.86,941,790,54.36,686,593,53.64,515,411,55.62,45,37,54.88,45.36,36.26,55.57,503,406,55.34,222,167,57.07,26,11,70.27,281,239,54.04,16,21,43.24,380,337,53.0,3,5,37.5,8.74,91.0,0.997,95,191,119,786,44.39,185,254,263,41.29
2022-2023,Jamie Benn,DAL,L,82,909.55,17,24,11,13,41,69.49,124,13.71,13.23,225,163,130,60,5,22,28,11,9,2,0,20,36,40,88,51,24,348,212,62.14,872,932,48.34,627,728,46.27,450,520,46.39,59,34,63.44,43.33,42.39,50.55,462,432,51.68,209,178,54.01,34,19,64.15,253,254,49.9,18,10,64.29,337,420,44.52,7,5,58.33,13.11,93.46,1.066,208,199,140,804,59.77,364,301,298,54.98
2022-2023,Oliver Ekman-Larsson,VAN,D,54,908.6,2,13,9,4,15,40.54,76,2.63,2.58,159,106,42,5,5,11,22,11,11,0,0,7,22,9,52,69,29,0,0,-,781,867,47.39,597,673,47.01,437,503,46.49,37,59,38.54,37.08,44.66,45.36,396,449,46.86,170,197,46.32,22,28,44.0,226,252,47.28,8,17,32.0,344,372,48.04,7,14,33.33,8.47,88.27,0.967,105,219,123,719,46.05,275,328,313,46.77
2022-2023,Evgenii Dadonov,"DAL, MTL",R,73,908.4166667,7,15,8,7,22,57.89,97,7.22,11.45,178,133,99,58,5,17,18,9,9,0,0,8,30,18,31,52,36,1,5,16.67,841,847,49.82,613,650,48.54,445,485,47.85,38,43,46.91,42.16,43.1,49.45,445,435,50.57,198,178,52.66,23,26,46.94,247,257,49.01,8,12,40.0,321,331,49.23,7,5,58.33,8.54,91.13,0.997,139,195,109,702,56.05,258,280,250,50.79
2022-2023,Jaycob Megna,"S.J, SEA",D,54,906.9666667,1,9,4,5,10,22.22,54,1.85,2.75,121,75,29,4,1,13,19,8,7,1,0,5,25,11,78,75,11,0,0,-,938,759,55.27,677,568,54.38,488,417,53.92,45,45,50.0,43.44,37.53,53.65,487,410,54.29,189,160,54.15,22,19,53.66,298,250,54.38,16,23,41.03,527,394,57.22,7,3,70.0,9.22,89.21,0.984,111,198,101,684,52.36,344,317,250,57.91
2022-2023,Zach Whitecloud,VGK,D,59,904.7333333,5,7,4,3,12,30.0,64,7.81,3.49,139,88,37,8,0,7,37,13,11,1,1,6,22,23,85,136,68,0,0,-,751,937,44.49,543,672,44.69,400,468,46.08,40,33,54.79,34.31,40.25,46.01,358,461,43.71,156,166,48.45,22,17,56.41,202,295,40.64,13,11,54.17,319,420,43.17,5,5,50.0,10.0,92.95,1.029,71,163,150,755,32.13,203,249,295,40.76
2022-2023,Kevin Labanc,S.J,R,72,901.4333333,13,16,12,4,29,61.7,103,12.62,8.88,204,139,111,41,8,27,32,16,16,0,0,6,25,36,69,49,3,5,3,62.5,968,811,54.41,682,604,53.03,492,446,52.45,47,50,48.45,44.95,39.09,53.49,512,425,54.64,203,164,55.31,21,24,46.67,309,261,54.21,19,20,48.72,518,448,53.62,7,6,53.85,9.55,88.79,0.983,141,190,134,765,51.27,305,285,291,51.17
2022-2023,Cam York,PHI,D,54,900.55,2,12,7,5,14,36.84,31,6.45,3.44,99,63,42,11,1,5,14,7,7,0,0,13,22,10,41,85,52,0,0,-,791,836,48.62,577,608,48.69,402,438,47.86,38,38,50.0,41.34,35.92,53.5,408,405,50.18,198,172,53.51,22,17,56.41,210,233,47.4,8,19,29.63,324,372,46.55,8,2,80.0,9.45,91.32,1.008,108,156,108,746,50.0,262,273,248,51.37
2022-2023,Yegor Sharangovich,N.J,C,75,897.8833333,9,14,8,6,23,63.89,111,8.11,13.66,207,157,135,62,5,14,16,8,8,0,0,6,26,28,20,68,3,25,50,33.33,900,805,52.79,653,591,52.49,461,411,52.87,36,43,45.57,42.46,38.51,52.44,437,403,52.02,173,185,48.32,20,27,42.55,264,218,54.77,10,10,50.0,495,405,55.0,6,6,50.0,7.81,89.54,0.973,147,157,72,769,67.12,264,224,202,56.65
2022-2023,Matt Nieto,"COL, S.J",L,81,897.6833333,11,11,4,7,22,56.41,104,10.58,10.77,158,131,105,54,5,13,16,8,8,0,0,8,18,27,40,86,16,7,8,46.67,813,861,48.57,590,627,48.48,432,442,49.43,39,48,44.83,39.61,38.68,50.59,432,448,49.09,178,170,51.15,23,21,52.27,254,278,47.74,12,22,35.29,379,434,46.62,4,5,44.44,9.03,89.14,0.982,131,210,160,770,45.02,233,297,334,41.09
2022-2023,Zemgus Girgensons,BUF,L,80,894.6,9,5,1,4,14,66.67,104,8.65,11.11,187,154,112,50,2,14,14,7,7,0,0,14,8,19,92,112,34,57,67,45.97,764,711,51.8,578,532,52.07,412,377,52.22,21,29,42.0,33.95,33.36,50.44,359,354,50.35,142,163,46.56,14,17,45.16,217,191,53.19,4,10,28.57,341,338,50.22,3,2,60.0,5.1,92.31,0.974,146,270,188,617,43.71,242,327,320,43.06
2022-2023,Andrei Svechnikov,CAR,R,64,889.65,17,16,10,6,33,73.33,141,12.06,15.12,281,215,145,61,6,26,59,24,22,1,1,21,38,33,133,73,15,3,5,37.5,1093,687,61.4,802,545,59.54,532,393,57.51,45,33,57.69,50.72,33.06,60.54,541,335,61.76,243,154,61.21,25,19,56.82,298,181,62.21,14,7,66.67,493,298,62.33,6,7,46.15,8.46,91.6,1.001,159,163,89,725,64.11,349,268,245,58.75
2022-2023,Ross Colton,T.B,C,81,889.3333333,12,11,8,3,23,71.88,123,9.76,14.5,224,180,139,76,8,14,50,18,15,2,1,19,20,36,182,114,3,96,74,56.47,901,802,52.91,659,609,51.97,445,447,49.89,32,38,45.71,38.8,38.2,50.39,444,407,52.17,188,162,53.71,21,19,52.5,256,245,51.1,5,11,31.25,499,458,52.14,6,8,42.86,7.19,91.5,0.987,143,232,129,647,52.57,232,312,251,48.03
2022-2023,Trent Frederic,BOS,C,79,884.7166667,16,13,6,7,29,61.7,116,13.79,11.99,181,154,124,61,5,22,55,17,10,7,0,18,20,23,105,125,31,22,46,32.35,807,813,49.81,609,584,51.05,442,417,51.46,47,23,67.14,40.98,34.08,54.6,453,389,53.8,198,152,56.57,26,9,74.29,255,237,51.83,15,10,60.0,310,378,45.06,6,4,60.0,10.63,94.48,1.051,89,251,119,794,42.79,154,310,220,41.18
2022-2023,Nick Holden,OTT,D,65,884.6833333,2,11,5,6,13,41.94,67,2.99,2.96,142,93,36,6,4,10,8,4,4,0,0,3,24,8,71,86,47,0,0,-,869,805,51.91,637,585,52.13,451,429,51.25,31,38,44.93,40.72,37.37,52.15,436,418,51.05,177,191,48.1,16,18,47.06,259,227,53.29,11,15,42.31,350,309,53.11,3,5,37.5,6.87,91.14,0.98,91,178,91,834,50.0,231,298,238,49.25
2022-2023,Patrice Bergeron,BOS,C,78,882.3666667,14,17,8,9,31,67.39,165,8.48,16.96,279,223,179,78,6,16,8,4,4,0,0,11,13,30,58,61,24,665,398,62.56,1059,712,59.8,798,541,59.6,590,387,60.39,46,18,71.88,52.06,30.13,63.34,577,339,62.99,241,130,64.96,29,10,74.36,336,209,61.65,12,6,66.67,450,331,57.62,5,2,71.43,7.8,95.35,1.031,315,185,222,663,58.66,533,234,360,59.69
2022-2023,Ryan Lomberg,FLA,L,82,882.0333333,12,8,5,3,20,52.63,132,9.09,14.45,215,186,120,67,14,17,71,27,23,3,1,22,12,27,145,91,19,14,14,50,984,867,53.16,728,663,52.34,529,474,52.74,38,37,50.67,45.06,41.91,51.81,469,419,52.82,212,186,53.27,24,18,57.14,257,233,52.45,6,11,35.29,441,398,52.56,8,8,50.0,7.18,92.19,0.994,159,217,124,701,56.18,266,281,276,49.08
2022-2023,Tanner Jeannot,"NSH, T.B",L,76,881.6166667,5,11,5,6,16,55.17,96,5.21,12.22,174,138,119,61,3,21,100,29,18,10,1,24,27,22,282,140,30,8,11,42.11,825,854,49.14,607,643,48.56,436,483,47.44,29,37,43.94,40.17,40.43,49.84,421,434,49.24,194,176,52.43,18,20,47.37,227,258,46.8,8,10,44.44,389,395,49.62,3,7,30.0,6.65,92.34,0.99,107,188,114,662,48.42,221,258,260,45.95
2022-2023,Matt Martin,NYI,L,81,881.4833333,7,11,7,4,18,64.29,82,8.54,8.79,160,122,90,41,3,16,63,17,9,7,1,18,20,15,294,78,37,8,17,32,765,794,49.07,565,568,49.87,398,394,50.25,28,28,50.0,30.23,38.55,43.95,313,399,43.96,133,183,42.09,13,17,43.33,180,216,45.45,9,10,47.37,374,342,52.23,6,1,85.71,7.04,92.89,0.999,74,225,163,803,31.22,127,286,280,31.2
2022-2023,Peyton Krebs,BUF,C,74,873.8833333,7,14,7,7,21,70.0,67,10.45,6.2,125,95,72,32,3,3,48,20,18,2,0,16,24,17,90,89,18,224,270,45.34,770,704,52.24,567,536,51.41,398,384,50.9,30,35,46.15,29.6,35.44,45.51,339,369,47.88,113,170,39.93,15,19,44.12,226,199,53.18,10,13,43.48,366,311,54.06,5,3,62.5,7.54,90.89,0.984,146,229,156,578,48.34,243,294,269,47.46
2022-2023,Anton Lundell,FLA,C,73,872.2166667,9,10,5,5,19,48.72,113,7.96,9.76,186,144,99,47,4,13,35,16,15,1,0,16,34,29,25,59,25,210,262,44.49,939,757,55.37,693,580,54.44,503,406,55.34,39,35,52.7,43.07,36.85,53.89,468,384,54.93,207,190,52.14,21,17,55.26,261,194,57.36,12,8,60.0,418,323,56.41,6,10,37.5,7.75,91.38,0.991,163,221,118,666,58.01,286,302,251,53.26
2022-2023,Sean Kuraly,CBJ,C,71,870.4666667,6,7,5,2,13,56.52,87,6.9,8.61,158,124,82,37,2,19,56,24,23,0,1,13,16,27,184,60,36,428,446,48.97,715,999,41.72,520,736,41.4,376,539,41.09,23,55,29.49,32.92,45.63,41.91,331,488,40.42,148,194,43.27,11,23,32.35,183,294,38.36,9,20,31.03,306,468,39.53,3,12,20.0,6.12,89.8,0.959,83,230,269,540,23.58,148,298,461,24.3
2022-2023,Nils Lundkvist,DAL,D,60,866.3833333,4,8,4,4,12,33.33,79,5.06,3.08,164,109,41,7,4,17,24,12,12,0,0,4,27,6,48,89,60,0,0,-,921,851,51.98,673,632,51.57,476,447,51.57,36,38,48.65,43.23,37.19,53.75,472,391,54.69,203,167,54.86,20,22,47.62,269,224,54.56,10,10,50.0,393,384,50.58,6,6,50.0,7.56,91.5,0.991,142,194,104,687,57.72,325,310,256,55.94
2022-2023,Ilya Lyubushkin,BUF,D,68,865.8666667,1,10,4,6,11,35.48,39,2.56,1.24,76,50,17,1,3,1,34,17,17,0,0,9,18,21,83,82,72,0,0,-,756,818,48.03,555,622,47.15,399,461,46.4,31,38,44.93,35.94,42.45,45.84,403,426,48.61,149,180,45.29,18,23,43.9,254,246,50.8,9,9,50.0,304,352,46.34,4,6,40.0,7.77,91.76,0.995,102,203,155,787,39.69,211,270,262,44.61
2022-2023,Pavel Buchnevich,STL,L,63,865.45,18,19,14,5,37,69.81,90,20.0,10.07,155,124,107,47,5,12,32,12,11,0,1,4,19,21,48,44,14,54,135,28.57,766,849,47.43,587,657,47.19,429,465,47.99,53,32,62.35,37.92,42.02,47.43,418,457,47.77,147,169,46.52,21,22,48.84,271,288,48.48,24,9,72.73,310,349,47.04,8,1,88.89,12.35,93.12,1.055,149,208,148,603,50.17,292,284,289,50.26
2022-2023,Jean-Gabriel Pageau,NYI,C,70,861.3666667,3,19,11,8,22,62.86,85,3.53,9.68,144,119,95,49,12,13,12,6,6,0,0,7,30,23,161,89,40,500,349,58.89,783,908,46.3,570,651,46.68,415,447,48.14,35,33,51.47,41.61,38.14,52.18,415,441,48.48,198,171,53.66,17,15,53.13,217,270,44.56,14,12,53.85,308,411,42.84,4,6,40.0,8.43,92.62,1.011,111,234,268,680,29.29,180,308,454,28.39
2022-2023,Michael McLeod,N.J,C,80,860.7833333,3,21,11,10,24,70.59,83,3.61,8.52,152,113,88,45,4,12,43,13,9,3,1,18,25,25,121,109,3,473,300,61.19,870,852,50.52,621,614,50.28,441,426,50.87,34,30,53.13,39.3,39.19,50.07,398,403,49.69,175,156,52.87,23,16,58.97,223,247,47.45,8,8,50.0,492,505,49.35,3,6,33.33,7.71,92.96,1.007,120,178,235,699,33.8,217,250,392,35.63
2022-2023,Mike Matheson,MTL,D,48,858.2666667,6,15,10,5,21,58.33,91,6.59,4.05,177,118,50,10,4,16,20,9,9,0,0,8,64,31,47,54,51,0,0,-,735,845,46.52,537,600,47.23,386,423,47.71,36,35,50.7,32.6,42.35,43.49,342,417,45.06,129,189,40.57,13,24,35.14,213,228,48.3,17,7,70.83,348,375,48.13,6,4,60.0,9.33,91.73,1.011,78,155,95,562,45.09,226,257,255,46.99
2022-2023,Jakob Chychrun,"ARI, OTT",D,48,857.1166667,4,17,5,12,21,46.67,94,4.26,4.22,193,142,56,9,4,12,20,10,10,0,0,4,37,15,49,68,60,0,0,-,828,803,50.77,637,609,51.12,448,439,50.51,45,37,54.88,37.41,40.07,48.28,418,438,48.83,166,192,46.37,23,29,44.23,252,246,50.6,16,4,80.0,351,327,51.77,6,4,60.0,10.04,91.57,1.016,126,156,125,615,50.2,301,231,267,52.99
2022-2023,Jakob Silfverberg,ANA,R,81,855.6,6,9,6,3,15,57.69,101,5.94,6.3,158,129,61,29,11,9,30,15,15,0,0,9,15,20,9,48,33,9,23,28.13,641,960,40.04,487,723,40.25,377,528,41.66,26,47,35.62,27.01,45.44,37.28,264,466,36.16,135,204,39.82,15,27,35.71,129,262,32.99,3,11,21.43,283,451,38.56,8,9,47.06,6.9,91.1,0.98,108,240,270,601,28.57,178,318,449,28.39
2022-2023,Anthony Mantha,WSH,R,67,854.4166667,10,12,8,4,22,62.86,108,9.26,10.99,180,141,117,52,5,15,31,11,8,3,0,13,28,22,66,42,17,6,7,46.15,838,771,52.08,608,564,51.88,438,382,53.41,35,40,46.67,37.94,34.0,52.74,412,373,52.48,169,140,54.69,19,19,50.0,243,233,51.05,12,13,48.0,362,340,51.57,4,8,33.33,7.99,89.53,0.975,127,158,136,587,48.29,220,209,228,49.11
2022-2023,Josh Brown,ARI,D,68,854.2666667,4,3,2,1,7,18.92,64,6.25,4.0,122,100,39,12,5,8,87,25,16,7,2,13,25,9,142,63,62,0,0,-,646,950,40.48,492,710,40.93,326,526,38.26,37,52,41.57,30.19,44.45,40.45,330,490,40.24,141,204,40.87,24,25,48.98,189,286,39.79,11,20,35.48,279,430,39.35,2,7,22.22,11.35,90.11,1.015,118,215,177,740,40.0,224,296,321,41.1
2022-2023,Jesse Puljujarvi,"CAR, EDM",R,75,854.1,5,10,6,4,15,53.57,116,4.31,12.18,207,162,120,52,6,9,32,13,11,2,0,8,18,24,136,110,25,0,2,0,874,708,55.25,647,520,55.44,450,383,54.02,28,37,43.08,39.67,31.57,55.69,439,349,55.71,173,140,55.27,11,22,33.33,266,209,56.0,10,9,52.63,377,298,55.85,7,6,53.85,6.22,90.34,0.966,153,237,120,654,56.04,287,302,240,54.46
2022-2023,Nico Sturm,S.J,C,74,852.5166667,12,12,7,5,24,64.86,100,12.0,9.16,161,138,87,46,5,10,23,10,9,1,0,9,16,29,94,85,12,388,302,56.23,728,868,45.61,560,628,47.14,405,443,47.76,37,45,45.12,36.64,39.87,47.89,380,444,46.12,157,195,44.6,17,25,40.48,223,249,47.25,9,17,34.62,370,487,43.17,11,3,78.57,9.14,89.84,0.99,98,177,179,772,35.38,209,277,357,36.93
2022-2023,Jack Quinn,BUF,R,75,852.3666667,13,17,9,8,30,65.22,96,13.54,10.95,205,145,136,52,5,22,13,5,4,1,0,19,23,25,38,80,16,10,16,38.46,794,783,50.35,587,634,48.08,413,459,47.36,46,48,48.94,43.74,39.76,52.38,459,418,52.34,191,172,52.62,21,25,45.65,268,246,52.14,19,18,51.35,310,332,48.29,6,5,54.55,11.14,89.54,1.007,183,197,103,628,63.99,266,252,217,55.07
2022-2023,Garnet Hathaway,"BOS, WSH",R,84,851.2333333,13,8,3,5,21,63.64,81,16.05,9.5,137,109,90,56,5,9,69,26,22,3,1,32,12,10,262,152,53,2,7,22.22,783,813,49.06,568,565,50.13,411,385,51.63,33,28,54.1,34.73,34.63,50.08,394,371,51.5,162,142,53.29,17,16,51.52,232,229,50.33,13,7,65.0,307,385,44.36,3,5,37.5,8.03,92.73,1.008,65,235,297,641,17.96,95,301,437,17.86
2022-2023,Travis Konecny,PHI,R,60,850.3833333,17,15,11,4,32,86.49,135,12.59,12.5,242,183,141,62,8,19,55,22,20,1,1,30,20,29,43,70,24,18,22,45,855,877,49.36,624,646,49.13,437,461,48.66,37,43,46.25,38.04,42.86,47.02,416,462,47.38,164,209,43.97,16,20,44.44,252,253,49.9,17,18,48.57,397,380,51.09,4,5,44.44,8.47,90.67,0.991,161,213,134,619,54.58,294,278,279,51.31
2022-2023,Victor Olofsson,BUF,L,75,847.2833333,17,6,5,1,23,67.65,115,14.78,9.15,188,147,98,30,5,9,2,1,1,0,0,10,17,20,15,41,11,0,5,0,755,752,50.1,572,602,48.72,423,441,48.96,34,52,39.53,33.29,40.3,45.24,381,406,48.41,134,182,42.41,16,28,36.36,247,224,52.44,12,11,52.17,336,308,52.17,6,13,31.58,8.04,88.21,0.962,167,175,143,636,53.87,273,234,251,52.1
2022-2023,Nick Cousins,FLA,C,79,844.8333333,9,18,8,10,27,69.23,102,8.82,9.3,173,134,101,47,6,19,38,16,14,2,0,21,18,20,87,115,30,69,71,49.29,868,842,50.76,649,631,50.7,478,462,50.85,39,39,50.0,40.34,41.18,49.48,423,398,51.52,186,187,49.87,25,22,53.19,237,211,52.9,10,8,55.56,389,391,49.87,4,9,30.77,8.16,91.56,0.997,134,211,95,683,58.52,244,281,224,52.14
2022-2023,Alexander Edler,L.A,D,64,843.85,2,9,5,4,11,28.21,55,3.64,1.42,151,89,32,2,6,11,32,16,16,0,0,4,24,4,101,102,17,0,0,-,868,836,50.94,643,572,52.92,446,384,53.73,39,42,48.15,35.85,35.98,49.91,406,424,48.92,180,158,53.25,19,20,48.72,226,266,45.93,14,13,51.85,483,429,52.96,6,9,40.0,8.74,89.06,0.978,117,132,96,612,54.93,256,217,210,54.94
2022-2023,Cody Glass,NSH,C,72,842.9833333,6,14,7,7,20,58.82,93,6.45,9.74,162,126,103,48,4,18,16,8,8,0,0,8,16,30,60,71,28,304,306,49.84,781,817,48.87,564,593,48.75,408,393,50.94,34,21,61.82,36.92,36.24,50.46,400,397,50.19,176,158,52.69,17,10,62.96,224,239,48.38,8,8,50.0,346,360,49.01,9,3,75.0,8.33,94.66,1.03,126,153,96,667,56.76,244,244,229,51.59
2022-2023,Milan Lucic,CGY,L,77,841.5166667,7,10,8,2,17,54.84,72,9.72,9.33,138,106,86,49,5,12,43,16,13,3,0,6,26,28,166,90,15,17,21,44.74,861,740,53.78,615,559,52.39,440,397,52.57,31,44,41.33,35.49,35.68,49.86,374,402,48.2,149,158,48.53,15,22,40.54,225,244,47.97,10,16,38.46,415,282,59.54,6,6,50.0,7.05,88.92,0.96,125,145,70,821,64.1,276,230,200,57.98
2022-2023,Max Jones,ANA,L,69,836.6833333,9,10,4,6,19,82.61,100,9.0,11.61,174,132,113,60,6,23,73,28,24,3,1,29,18,22,109,66,15,10,12,45.45,655,896,42.23,478,695,40.75,357,507,41.32,23,45,33.82,31.07,45.17,40.75,326,460,41.48,144,202,41.62,17,24,41.46,182,258,41.36,5,13,27.78,262,397,39.76,1,8,11.11,6.44,91.12,0.976,88,209,128,693,40.74,171,271,260,39.68
2022-2023,Keegan Kolesar,VGK,R,74,835.5166667,8,10,10,0,18,58.06,62,12.9,7.71,112,86,77,51,5,9,68,21,14,6,1,20,16,14,279,124,26,7,16,30.43,677,796,45.96,477,558,46.09,350,388,47.43,31,26,54.39,32.89,32.19,50.53,333,380,46.7,179,135,57.01,21,10,67.74,154,245,38.6,10,10,50.0,287,379,43.09,0,6,0.0,8.86,93.3,1.022,57,339,148,664,27.8,118,413,293,28.71
2022-2023,Mike Hoffman,MTL,L,67,834.5833333,11,9,5,4,20,64.52,99,11.11,9.06,166,130,90,38,6,11,24,12,12,0,0,5,36,19,22,30,17,14,11,56,675,826,44.97,483,589,45.06,362,440,45.14,31,33,48.44,30.54,39.49,43.61,321,426,42.97,134,186,41.88,14,24,36.84,187,240,43.79,14,7,66.67,290,353,45.1,3,2,60.0,8.56,92.5,1.011,115,203,105,585,52.27,224,283,243,47.97
2022-2023,Jeff Carter,PIT,C,79,833.6333333,7,8,3,5,15,62.5,104,6.73,11.43,188,139,107,54,7,28,26,12,12,0,0,5,24,20,73,71,36,415,279,59.8,746,828,47.4,557,605,47.93,419,448,48.33,24,41,36.92,36.02,36.93,49.38,362,381,48.72,164,183,47.26,13,26,33.33,198,198,50.0,6,10,37.5,319,387,45.18,5,5,50.0,5.73,90.85,0.966,78,164,255,696,23.42,161,218,420,27.71
2022-2023,Sam Lafferty,"CHI, TOR",C,70,829.75,8,12,7,5,20,76.92,85,9.41,7.89,136,111,84,37,9,10,33,12,9,3,0,15,29,18,117,76,21,184,172,51.69,684,833,45.09,508,618,45.12,367,452,44.81,26,41,38.81,29.68,39.91,42.65,338,430,44.01,137,184,42.68,16,23,41.03,201,246,44.97,9,10,47.37,294,343,46.15,1,8,11.11,7.08,90.93,0.98,63,175,123,675,33.87,160,264,277,36.61
2022-2023,Andrew Cogliano,COL,C,79,829.7333333,10,7,3,4,17,56.67,73,13.7,6.2,117,92,61,29,5,5,32,16,16,0,0,16,8,19,53,87,39,18,22,45,692,756,47.79,490,555,46.89,363,408,47.08,30,24,55.56,27.08,32.61,45.36,312,344,47.56,125,157,44.33,18,15,54.55,187,187,50.0,8,7,53.33,339,352,49.06,4,2,66.67,8.26,94.12,1.024,86,210,186,814,31.62,161,285,332,32.66
2022-2023,Sam Steel,MIN,C,65,828.0666667,8,13,5,8,21,56.76,78,10.26,8.95,138,111,102,47,5,16,16,8,8,0,0,4,19,20,45,70,14,266,271,49.53,804,726,52.55,591,538,52.35,415,404,50.67,37,31,54.41,37.63,34.91,51.87,414,373,52.6,177,151,53.96,22,20,52.38,237,222,51.63,9,7,56.25,345,306,53.0,6,4,60.0,8.92,92.33,1.012,153,144,73,513,67.7,284,219,208,57.72
2022-2023,Tyson Jost,"BUF, MIN",C,71,826.2,5,17,8,9,22,68.75,92,5.43,10.5,164,134,113,53,3,13,24,9,7,2,0,16,7,19,58,120,24,158,224,41.36,692,745,48.16,519,578,47.31,397,434,47.77,32,44,42.11,33.78,35.05,49.08,373,377,49.73,162,160,50.31,20,24,45.45,211,217,49.3,10,13,43.48,274,340,44.63,2,7,22.22,8.06,89.86,0.979,130,182,119,579,52.21,220,247,238,48.03
2022-2023,Nicolas Roy,VGK,C,65,825.9333333,9,10,7,3,19,59.38,64,14.06,8.09,130,93,90,47,1,6,18,9,9,0,0,11,13,34,79,66,30,298,322,48.06,746,796,48.38,527,555,48.71,370,391,48.62,32,28,53.33,34.54,34.3,50.18,369,397,48.17,183,146,55.62,22,12,64.71,186,251,42.56,10,11,47.62,316,359,46.81,0,5,0.0,8.65,92.84,1.015,80,273,149,592,34.93,143,359,282,33.65
2022-2023,Eric Robinson,CBJ,L,72,825.6,10,10,4,6,20,90.91,89,11.24,10.01,171,120,98,53,3,23,6,3,3,0,0,7,13,18,121,62,22,2,7,22.22,679,952,41.63,494,694,41.58,357,513,41.03,22,47,31.88,31.58,43.65,41.97,321,473,40.43,140,194,41.92,11,21,34.38,181,279,39.35,8,17,32.0,292,415,41.3,3,9,25.0,6.16,90.84,0.97,103,238,215,546,32.39,162,302,375,30.17
2022-2023,Sam Bennett,FLA,C,63,825.3333333,9,18,11,7,27,61.36,141,6.38,14.49,229,183,152,77,13,21,44,21,21,0,0,17,29,25,136,47,24,354,380,48.23,974,775,55.69,746,598,55.51,562,431,56.6,44,35,55.7,49.79,37.56,57.0,539,399,57.46,231,182,55.93,28,16,63.64,308,217,58.67,12,13,48.0,390,326,54.47,4,6,40.0,7.83,91.88,0.997,156,177,115,585,57.56,312,255,260,54.55
